"Prodotti fitosanitari e sostanze attive venduti nell'anno 2015 (fonte dati: Autorità competente per il coordinamento territoriale in materia di prodotti fitosanitari, dichiarazioni di vendita p.f. 2015, art. 16 D.Lgs. 150/2012); le elaborazioni eseguite si riferiscono alle informazioni contenute nella Banca Dati prodotti fitosanitari del Ministero della Salute  al 01/01/2016.";;;;;;;;;
Provincia ULSS;Azienda ULSS;N. Reg. ; Prodotto fitosanitario venduto;Quantità (Kg o litri);;Provincia ULSS;Azienda ULSS;Sostanza attiva venduta;Quantità (Kg)
BL;2;11257;COSTAR WG;1,5;;PD;15;EMAMECTIN BENZOATE;1,69
BL;2;11353;FUSILADE MAX;5;;PD;15;EPOXICONAZOLE;7,8
BL;2;11382;GARDENE PLUS;116;;PD;15;ESFENVALERATE;0,42
BL;2;11393;BEETLE;1;;PD;15;ETHOFUMESATE;37
BL;2;11403;MELODY COMPACT;83,75;;PD;15;ETOFENPROX;29,27
BL;2;11449;GARDOPRIM GOLD;585;;PD;15;ETOXAZOLE;0,28
BL;2;11497;CRITTOVIT WG;195;;PD;15;FAMOXADONE;2
BL;2;11525;FUNGIDINA;10,2;;PD;15;FATTY ACIDS C7-C18 AND C18 AND UNSATURATED POTASSIUM SALTS (SALI POTASSICI DI ACIDI GRASSI);1,2
BL;2;11527;PYRENEX;5;;PD;15;FENAMIDONE;10,46
BL;2;11527;PYRINEX QUICK;4,14;;PD;15;FENBUCONAZOLE;0,15
BL;2;11534;BIOTIOL;3;;PD;15;FENHEXAMID;11,44
BL;2;11561;NEEMAZAL T/S;1,83;;PD;15;FENOXAPROP-P-ETHYL;10,98
BL;2;11566;ZOLFO 80 WP;65;;PD;15;FERRIC PHOSPHATE (FOSFATO FERRICO);0,63
BL;2;11569;CUPROXAT S.D.I.;22;;PD;15;FLAZASULFURON;0,5
BL;2;11587;CAMBEL S;25;;PD;15;FLONICAMID;0,1
BL;2;11614;ACTARA 25 WG;4,71;;PD;15;FLORASULAM;1,19
BL;2;11619;TIOFLOR WDG;144;;PD;15;FLUAZIFOP-P-BUTYL;8,44
BL;2;11638;FLUORATE;400;;PD;15;FLUAZINAM;30,03
BL;2;11659;HERBITOTAL S;1,25;;PD;15;FLUDIOXONIL;16,42
BL;2;11698;MINUET;1,5;;PD;15;FLUFENACET;34,68
BL;2;11700;BOTANIGARD 22 WP;0,2;;PD;15;FLUOPICOLIDE;43,21
BL;2;11722;GEONEX;15;;PD;15;FLUOPYRAM;1,85
BL;2;11870;CUPRITAL S.D.I.;0,25;;PD;15;FLUROXYPYR;236,83
BL;2;11908;VENTUREX 35 L;2,4;;PD;15;FLUTRIAFOL;6,07
BL;2;11954;TERMINAL DUO;144;;PD;15;FLUVALINATE;54,73
BL;2;11979;BORDO 20 MICRO;16,3;;PD;15;FOLPET;346
BL;2;12010;TUAREG;2;;PD;15;FORAMSULFURON;17,2
BL;2;12020;SUCCESS;4,25;;PD;15;FORMETANATE;1
BL;2;12067;CIPER;2,5;;PD;15;FOSETYL-ALUMINIUM;1.451,75
BL;2;12068;TEFLUSTAR;123,5;;PD;15;GLUFOSINATE-AMMONIUM;3,6
BL;2;12069;EPIK;3,27;;PD;15;GLYPHOSATE (GLIFOSATE);10.961,74
BL;2;12078;METALIM;1.460,00;;PD;15;GLYPHOSATE ISOPROPYLAMINE (GLIFOSATE SALE ISOPROPILAMINICO);19
BL;2;12084;GALEO;2;;PD;15;HALOSULFURON-METYL;1,13
BL;2;12133;JUVINAL 10 EC;2;;PD;15;HEXYTHIAZOX;2,91
BL;2;12138;R6 ERRESEI TREVI;1;;PD;15;IMAZAMOX;110,43
BL;2;12172;FERRAMOL;75,5;;PD;15;IMIDACLOPRID;126,75
BL;2;12202;ZEMIX R;31;;PD;15;INDOXACARB;48,02
BL;2;12212;PENTHIUM EC;9;;PD;15;IODOSULFURON METHYL SODIUM;0,02
BL;2;12215;VEBIPHOS 7,5;19;;PD;15;IPRODIONE;28,83
BL;2;12245;ROUNDUP 360 POWER;23;;PD;15;IPROVALICARB;33,54
BL;2;12279;ERBY 5 EC;0,55;;PD;15;ISOXABEN;1,59
BL;2;12318;VIVER;6;;PD;15;ISOXADIFEN ETHYL;35,44
BL;2;12325;MESUROL M PLUS;978;;PD;15;ISOXAFLUTOLE;567,39
BL;2;12344;VEBITHRIN 5 EC;1,6;;PD;15;KIESELGUR (TERRA DIATOMACEA);270
BL;2;12393;COPPERCIM WG;23;;PD;15;KRESOXIM METHYL;1,27
BL;2;12534;FOXTAIL;11,9;;PD;15;LAMBDA-CYHALOTHRIN;133,76
BL;2;12540;REGRAN SL;12;;PD;15;LENACIL;36,4
BL;2;12566;PYGANIC 1.4;7,95;;PD;15;LINURON;142,13
BL;2;12573;EKO OIL SPRAY;6;;PD;15;LUFENURON;0,04
BL;2;12629;BUGGY 360 SG N.E.T.;3;;PD;15;MALEIC HYDRAZIDE (IDRAZIDE MALEICA);243,11
BL;2;12636;QUASAR 6/24 R;233;;PD;15;MANCOZEB;1.065,82
BL;2;12647;GLITTER;12;;PD;15;MANDIPROPAMID;1,23
BL;2;12650;NUPRID 200 SL;0,12;;PD;15;MCPA;184,48
BL;2;12671;HARMONY 50 SX;0,02;;PD;15;MCPA SODIUM (MCPA SALE SODICO);9,5
BL;2;12686;CHAMAN;10;;PD;15;MCPA-DIMETHYLAMMONIUM (MCPA SALE DIMETILAMMINICO);1,88
BL;2;12722;OSSICLOR 20 FLOW;6,25;;PD;15;MECOPROP;18,85
BL;2;12737;AIRONE PIU';32;;PD;15;MECOPROP-P;2,62
BL;2;12747;CUPRAVIT BLE WG;3;;PD;15;MEFENPYR DIETHYL;0,1
BL;2;12748;GRIFON PIU';1;;PD;15;MEPTYLDINOCAP;6,78
BL;2;12752;SANAPLANT;6;;PD;15;MESOSULFURON METHYL;0,03
BL;2;12756;DICOTEX;2,5;;PD;15;MESOTRIONE;362,46
BL;2;12759;OSSICLOR 35 WG;234,2;;PD;15;METAFLUMIZONE;2,63
BL;2;12779;RAMEDIT COMBI WG;82;;PD;15;METALAXYL;25,88
BL;2;12813;AMISTAR XTRA;11;;PD;15;METALAXYL M;37,74
BL;2;12837;ARIUS SYSTEM PLUS;31;;PD;15;METALDEHYDE (METALDEIDE);252,08
BL;2;12859;BORNEO;0,11;;PD;15;METAMITRON;186,23
BL;2;12883;PROSPER 300 CS;18,5;;PD;15;METAZACHLOR;87,55
BL;2;12888;LEPINOX PLUS;1;;PD;15;METCONAZOLE;2,24
BL;2;12924;JUPITER WG;7;;PD;15;METHIOCARB;2,34
BL;2;12940;KARATE ZEON 1.5;13;;PD;15;METHOMYL;2,5
BL;2;13020;MICRORAM 35 WG;32,2;;PD;15;METIRAM;679,6
BL;2;13026;SUSCON;0,07;;PD;15;METRAFENONE;6,25
BL;2;13039;POTCLEAN 2G;1;;PD;15;METRIBUZIN;376,34
BL;2;13084;TELDOR PLUS;1,1;;PD;15;MISCELA DI METIL OLEATO E METIL PALMITATO;136,13
BL;2;13093;STOMP AQUA;7;;PD;15;MYCLOBUTANIL;8,44
BL;2;13098;ROUNDUP POWER 2.0;239;;PD;15;NAA;0,05
BL;2;13133;NIBER 35 WG;1;;PD;15;NAD;0,13
BL;2;13149;POLTIGLIA 20 WG;180;;PD;15;NAPROPAMIDE;30,24
BL;2;13149;POLTIGLIA MANICA 20 WG;104;;PD;15;NICOSULFURON;138,86
BL;2;13205;ZOLFO MANICA SCORREVOLE DOPPIO RAFF;10;;PD;15;NONIL-FENIL-POLIOSSIETILENE ETANOLO;78
BL;2;13212;CONFIDOR 200 O-TEQ;0,22;;PD;15;OXADIAZON;60,56
BL;2;13213;R6 ERRESEI ALBIS;143;;PD;15;OXYFLUORFEN;88,95
BL;2;13296;POKER 7,5;164;;PD;15;PARAFFIN OIL/(CAS 64742-46-7);152,3
BL;2;13313;CASPER;1;;PD;15;PARAFFIN OIL/(CAS 8042-47-5);1.821,28
BL;2;13323;SULFY 80 WDG;1,3;;PD;15;PARAFFIN OIL/(CAS 97862-82-3);1.133,94
BL;2;13324;CUPRIZOL S;6;;PD;15;PENCONAZOLE;18,16
BL;2;13327;GRANSTAR ULTRA SX;0,15;;PD;15;PENDIMETHALIN;1.839,93
BL;2;13361;DECIS ENERGY O-TEQ;1,7;;PD;15;PENOXSULAM;2,52
BL;2;13466;SPOTLIGHT PLUS;1;;PD;15;PETHOXAMID;27,8
BL;2;13468;CLINER;0,76;;PD;15;PHENMEDIPHAM;27,8
BL;2;13540;QUASAR R FLOW;7,8;;PD;15;PHOSMET;1,88
BL;2;13552;ZOLVIS 80 SECTOR;227;;PD;15;PICOXYSTROBIN;10,58
BL;2;13586;VERDERAME 20 WG;11;;PD;15;PINOXADEN;4,64
BL;2;13600;ZOLFO S.A.I.M. DOPPIO VENTILATO SCO;120;;PD;15;PIPERONYL BUTOXIDE (PIPERONIL BUTOSSIDO);2.269,10
BL;2;13635;POLTIGLIA 20 PB MANICA;1.315,00;;PD;15;PIRIMICARB;0,35
BL;2;13640;IMPRINT;2,25;;PD;15;PIRIMIPHOS METHYL;4.721,48
BL;2;13648;SIARAM 20 WG;1.191,00;;PD;15;POLISILOSSANO;1,27
BL;2;13702;GEOTOX 7,5 C;62;;PD;15;POTASSIUM HYDROGEN CARBONATE (IDROGENOCARBONATO DI POTASSIO);131,75
BL;2;13721;AFIDINA QUICK;3;;PD;15;POTASSIUM PHOSPHITE (FOSFITO O FOSFONATO DI POTASSIO);10,34
BL;2;13743;KUKAR 22;22;;PD;15;PROCHLORAZ;129,97
BL;2;13791;GEATER-STAR;12;;PD;15;PROPAMOCARB;204,49
BL;2;13794;SPADA WDG;2,5;;PD;15;PROPAMOCARB HYDROCHLORIDE;12,77
BL;2;13817;ALIAL WG;30;;PD;15;PROPAQUIZAFOP;229,21
BL;2;13823;ALVERDE;2,54;;PD;15;PROPICONAZOLE;35
BL;2;13858;MEDIATOR EXTRA SL;4,13;;PD;15;PROPYZAMIDE;27,97
BL;2;13877;KITT PRONTO;9,5;;PD;15;PROSULFURON;2,87
BL;2;13955;MITIGREEN;16;;PD;15;PROTHIOCONAZOLE;13,84
BL;2;14018;BASIC;6;;PD;15;PYRACLOSTROBIN;71,16
BL;2;14034;CURENOX TOP MICRO;2;;PD;15;PYRETHRIN I;0,64
BL;2;14056;RODIBAIT;18,2;;PD;15;PYRETHRINS;24,19
BL;2;14077;CHAMP 20 DF;12;;PD;15;PYRIDABEN;0,58
BL;2;14154;PIRETRO ACTIGREEN;1,6;;PD;15;PYRIDATE;27,45
BL;2;14178;TRI-BASE;0,2;;PD;15;PYRIMETHANIL;34,25
BL;2;14248;CLOR QUICK;58,9;;PD;15;PYRIPROXYFEN;0,5
BL;2;14290;KOHINOR 200 SL;1,25;;PD;15;QUIZALOFOP-P-ETILE;157,47
BL;2;14294;EXECUTIVE;0,1;;PD;15;RAPE SEED OIL (OLIO DI COLZA);429,88
BL;2;14381;PYRINET;2;;PD;15;RIMSULFURON;9,31
BL;2;14405;MERLIN FLEXX;352;;PD;15;SALE SODICO DI ALCHILETERE SOLFATO;115,52
BL;2;14407;RUNWAY;111,05;;PD;15;SHEEP FAT (GRASSO DI PECORA);0,64
BL;2;14409;MOVENTO 48 SC;1,4;;PD;15;SILICONI;1,18
BL;2;14510;ELECTIS TRIO;113;;PD;15;S-METOLACHLOR;12.682,93
BL;2;14579;RAMIN 30 DF;13;;PD;15;Sodio lauryl etere solfato;0,27
BL;2;14642;RIDOMIL GOLD R WG;60;;PD;15;SODIUM DIOCTYL SULFOSUCCINATE (AUTORIZZATO SOLO COME COADIUVANTE);2,25
BL;2;14737;ROUNDUP PLATINUM;1.408,00;;PD;15;SORBITAN MONOLEATO;61,92
BL;2;14799;AFLOR 200 SL;6,15;;PD;15;SPINOSAD;4,94
BL;2;14804;COPPER - DF;1;;PD;15;SPIROTETRAMAT;1,06
BL;2;14812;ENERVIN TOP;5;;PD;15;SPIROXAMINE;15,19
BL;2;14815;ADENGO;596;;PD;15;SULCOTRIONE;269,88
BL;2;14826;PYREOS EXTRA SL;1,5;;PD;15;SULPHUR (ZOLFO);17.310,61
BL;2;14837;GLIFOSAR FLASH;132;;PD;15;TEBUCONAZOLE;188,06
BL;2;14867;SYNERO;8;;PD;15;TEFLUTHRIN;58,61
BL;2;14876;GRANDSTAND;37,75;;PD;15;TEMBOTRIONE;35,65
BL;2;14891;TRICO;10;;PD;15;TERBUTHYLAZINE;5.170,68
BL;2;14980;AFFINITY PLUS;7;;PD;15;TETRACONAZOLE;2,8
BL;2;15013;NATRIA LUMACHICIDA;150;;PD;15;THIAMETHOXAM;7,66
BL;2;15014;NATRIA ERBICIDA;0,5;;PD;15;THIENCARBAZONE-METHYL;184,03
BL;2;15041;OPINION ECNA;0,5;;PD;15;THIFENSULFURON-METHYL;30,23
BL;2;15047;R6 ERRESEI EG;2;;PD;15;THIOPHANATE-METHYL;45,45
BL;2;15047;R6 ERRESEI BORDEAUX WG;1,5;;PD;15;THIRAM;41,6
BL;2;15059;DECIS EVO;9,75;;PD;15;TOLCLOFOS-METHYL;73,5
BL;2;15064;MAESTRO WG ADVANCE;10;;PD;15;TRI-ALLATE;0,9
BL;2;15093;CENTURIO;28;;PD;15;TRIASULFURON;0,86
BL;2;15096;GLIPHOGAN TOP CL;19;;PD;15;TRIBASIC COPPER SULPHATE (RAME SOLFATO TRIBASICO);530,01
BL;2;15149;CONSAVET DF EDGE;10;;PD;15;TRIBENURON METHYL;20,05
BL;2;15201;FLOXI 355 SC;43;;PD;15;TRICHODERMA ASPERELLUM;0,14
BL;2;15253;FALCON MK;5;;PD;15;TRICHODERMA GAMSII;0,14
BL;2;15289;SERENADE NATRIA;3,2;;PD;15;TRICLOPYR;157,83
BL;2;15300;ARMETIL FLOW;19;;PD;15;TRICYCLAZOLE;15
BL;2;15333;APPLAUD PLUS;2,26;;PD;15;TRIFLOXYSTROBIN;0,98
BL;2;15343;FEUDO RD WP;1,6;;PD;15;TRIFLUSULFURON-METHYL;4,92
BL;2;15351;POWERSHUT;10;;PD;15;TRINEXAPAC ETHYL;6,87
BL;2;15401;TAIFUN MK CL;5;;PD;15;TRITOSULFURON;13,2
BL;2;15493;SIMUN 40 OD;25;;PD;15;ZETA CYPERMETHRIN;104,32
BL;2;15505;SILBOT 500 SC;23;;PD;15;ZIRAM;50,92
BL;2;15509;MOSAIKO COMBI;256;;PD;15;ZOXAMIDE;12,76
BL;2;15514;CUPRAVIT BLU 35 WG;826,9;;PD;16;(E)-5-DECEN-1-OL;0,01
BL;2;15618;FULLDINA 355 SC;13;;PD;16;(E)-5-DECEN-1-YL-ACETATE;0,01
BL;2;15621;BOTTO 50 EC;2;;PD;16;(E/Z)-8-DODECEN-1-YL ACETATE;0,04
BL;2;15641;SIATTOL 200 SL;34;;PD;16;1-DECANOLO;23,7
BL;2;15668;GHIBLI 240 OD;32;;PD;16;2,4-D;56,62
BL;2;15681;LUMADRY ESCA;329;;PD;16;2,4-D (SALE DIMETILAMMINICO);0,78
BL;2;15738;STOPWEED 480;7;;PD;16;2,4-DB;0,88
BL;2;15751;VITENE TRIPLO R;5;;PD;16;6-BENZYLADENINE;10,31
BL;2;15901;ERCOLE;2.038,00;;PD;16;ABAMECTIN;21,16
BL;2;15914;RAME ISAGRO WG BLU;61;;PD;16;ACETAMIPRID;7,19
BL;2;15961;RETENGO NEW;4;;PD;16;ACLONIFEN;3,97
BL;2;16012;SEPRABAIT;95;;PD;16;ACRINATHRIN;3,7
BL;2;16098;NIBER 70 DF;1,75;;PD;16;ALCOOL GRASSO ETOSSILATO;29,89
BL;2;16117;SERBY;1;;PD;16;ALCOOL LAURILICO ETOSSILATO;0,07
BL;2;16225;POLTIGLIA BLU 20 WG;37;;PD;16;ALPHA-CYPERMETHRIN (ALPHAMETHRIN);63,37
BL;25;6401;MONDAK 1 LT;8;;PD;16;AMETOCTRADIN;22,86
BL;25;8111;GEOPYR;450;;PD;16;AMINOPYRALID;6,18
BL;25;8189;FORCE;320;;PD;16;AMITROLE;2,02
BL;25;9279;MERLIN COMBI;4;;PD;16;AZADIRACHTIN (AZADIRACTINA A);0,07
BL;25;9832;TREK P;3;;PD;16;AZOXYSTROBIN;109,88
BL;25;11341;STARANE GOLD;2;;PD;16;BACILLUS AMYLOLIQUEFACIENS SUBSP. PLANTARUM D747;18,5
BL;25;11944;ASPECT;10;;PD;16;BACILLUS SUBTILIS (CEPPO QST 713);0,23
BL;25;12644;ALTIX LT.1;8;;PD;16;BACILLUS THURINGIENSIS SOTTOSPECIE AIZAWAI CEPPO ABTS 1857;11,65
BL;25;13155;PRIMEXTRA GOLD;6;;PD;16;BACILLUS THURINGIENSIS SOTTOSPECIE AIZAWAI CEPPO GC-91;6,5
BL;25;14405;MERLIN FLEXX DA LT 2;3;;PD;16;BACILLUS THURINGIENSIS SOTTOSPECIE KURSTAKI CEPPO ABTS 351;12,03
BL;25;15088;CLARIDO;3;;PD;16;BACILLUS THURINGIENSIS SOTTOSPECIE KURSTAKI CEPPO EG 2348;7,05
PD;15;13;THIOPRON;190;;PD;16;BACILLUS THURINGIENSIS SOTTOSPECIE KURSTAKI CEPPO SA 12;0,68
PD;15;40;ETRAVON SYNGENTA;385;;PD;16;BEAUVERIA BASSIANA;0,05
PD;15;40;ETRAVON SYNGENTA x 1 lt;28;;PD;16;BENFLURALIN;82,56
PD;15;40;ETRAVON SYNGENTA x 5 lt;15;;PD;16;BENTAZONE;1.029,23
PD;15;133;U 46 D-FLUID;27;;PD;16;BETA-CYFLUTHRIN;0,39
PD;15;206;ALBENE x 25 lt;400;;PD;16;BIXAFEN;26,25
PD;15;206;ALBENE;154;;PD;16;BORDEAUX MIXTURE (RAME POLTIGLIA BORDOLESE);148,5
PD;15;361;BAGNANTE ANTISCHIUMA S;168;;PD;16;BOSCALID;167,86
PD;15;619;VALGRAN;10;;PD;16;BROMOXYNIL OCTANOATE (BROMOXINIL OTTANOATO);77,59
PD;15;630;REGLONE W;110;;PD;16;BUPIRIMATE;20,47
PD;15;630;REGLONE W x 5 lt;30;;PD;16;BUPROFEZIN;9,48
PD;15;630;REGLONE W x 1 lt;8;;PD;16;CALCIUM POLYSULPHIDE (POLISOLFURO DI CALCIO O ZOLFO CALCICO);22,5
PD;15;1156;CHEMOL;523,5;;PD;16;CAPTANO;236,8
PD;15;1562;ERBITOX E 30  x 1;44;;PD;16;CARFENTRAZONE-ETHYL;4,62
PD;15;1573;BASAMID GRANULAT;140;;PD;16;CHLORANTRANILIPROLE;82,59
PD;15;1573;BASAMID x 20 kg;60;;PD;16;CHLORIDAZON;552,51
PD;15;1583;MICROTHIOL DISPERSS x 1;1.161,00;;PD;16;CHLOROTHALONIL;1.106,07
PD;15;1583;MICROTHIOL DISPERSS;601;;PD;16;CHLORPROPHAM;35,09
PD;15;1583;MICROTHIOL DISPERSS x 15;555;;PD;16;CHLORPYRIFOS;1.201,42
PD;15;1583;MICROTHIOL DISPERSS x 25;75;;PD;16;CHLORPYRIFOS-METHYL;330,24
PD;15;1600;ETRAVON;390;;PD;16;CLETHODIM;26
PD;15;1714;KERB 80 EDF;23;;PD;16;CLODINAFOP PROPARGYL;31,92
PD;15;1714;KERB 80 EDF X 1;7;;PD;16;CLOMAZONE;162,07
PD;15;1850;IDRORAME FLOW;51,75;;PD;16;CLOPYRALID;20,89
PD;15;1947;SULFUR 80;40;;PD;16;CLOQUINTOCET MEXYL;18,78
PD;15;1979;PERFEKTHION;5;;PD;16;COPPER HYDROXIDE (RAME IDROSSIDO);929,83
PD;15;2191;WETTING PLUS;453;;PD;16;COPPER OXIDE (RAME OSSIDO);87
PD;15;2249;MALERBANE PRATI 400;119;;PD;16;COPPER OXYCHLORIDE (RAME OSSICLORURO);9.358,39
PD;15;2249;MALERBANE PRATI;65;;PD;16;COPPER SULFATE (RAME SOLFATO);2.779,35
PD;15;2249;MALERBANE PRATI  x 1;11;;PD;16;CYAZOFAMID;3,86
PD;15;2259;PASTA LUMACHICIDA IN GRANI;169;;PD;16;CYCLOXYDIM;263,86
PD;15;2307;VECTOR x 1 lt;256;;PD;16;CYFLUFENAMID;3,11
PD;15;2307;VECTOR x 5 lt;110;;PD;16;CYMOXANIL;248,03
PD;15;2307;VECTOR;10;;PD;16;CYPERMETHRIN;242,64
PD;15;2353;BONALAN;161;;PD;16;CYPROCONAZOLE;13,21
PD;15;2353;BONALAN x 1 lt;7;;PD;16;CYPRODINIL;142,24
PD;15;2634;BUGGY;94;;PD;16;CYPROSULFAMIDE;228,59
PD;15;2732;GOLTIX x 1 (70%);200;;PD;16;DAMINOZIDE;0,85
PD;15;2923;TIOVIT JET;2.983,00;;PD;16;DAZOMET;752,4
PD;15;2923;TIOVIT JET GD x 10 kg;881;;PD;16;DELTAMETHRIN;51,09
PD;15;2923;TIOVIT JET GD x 25 kg;600;;PD;16;DENATHONIUM BENZOATE (DENATONIO BENZOATO);0,39
PD;15;2923;TIOVIT JET GD x 1 kg;123;;PD;16;DESMEDIPHAM;48,74
PD;15;2934;MICROSOL 90;24;;PD;16;DICAMBA;782,74
PD;15;2950;ADESIL A;5;;PD;16;DICAMBA SALE SODICO;2,23
PD;15;2995;ESCARTOX;1.656,50;;PD;16;DIFENOCONAZOLE;84,7
PD;15;3065;OLIOCIN;83;;PD;16;DIFLUFENICAN;4,16
PD;15;3065;OLIOCIN x 25 lt;75;;PD;16;DIMETHENAMID-P;41,58
PD;15;3102;OLEOTER;156;;PD;16;DIMETHOATE;265,52
PD;15;3132;SEPRA-OIL;40;;PD;16;DIMETHOMORPH;756,12
PD;15;3132;SEPR-OIL;6;;PD;16;DIQUAT;295,13
PD;15;3141;CUTHIOL;3;;PD;16;DITHIANON;307,3
PD;15;3219;CARAKOL AGRO;500;;PD;16;DODINE;276,34
PD;15;3313;ARAGOL L 40;48;;PD;16;EMAMECTIN BENZOATE;8,39
PD;15;3343;U46 M CLASS;5;;PD;16;EPOXICONAZOLE;29,52
PD;15;3658;SIPCAMOL E;252,1;;PD;16;EPTAMETILTRISILOSSANO, POLIALCHILENE OSSIDO MODIFICATO;19,32
PD;15;3754;BAGNANTE SARIAF;10;;PD;16;ESFENVALERATE;0,51
PD;15;3800;"CRITTAM WG ""NUOVA ETIC."" x 5";25;;PD;16;ETHEPHON;22,57
PD;15;3800;"CRITTAM WG ""NUOVA ETIC."" x 20";20;;PD;16;ETHOFUMESATE;238,26
PD;15;3800;CRITTAM WG (NUOVA ETIC.) x 1;15;;PD;16;ETOFENPROX;37,8
PD;15;3859;DURSBAN;12;;PD;16;ETOXAZOLE;0,14
PD;15;4012;RELDAN 22 x 1 lt;714;;PD;16;FATTY ACIDS C7-C18 AND C18 AND UNSATURATED POTASSIUM SALTS (SALI POTASSICI DI ACIDI GRASSI);7,31
PD;15;4012;RELDAN 22;551;;PD;16;FENAMIDONE;35
PD;15;4012;RELDAN 22 ML.250;167;;PD;16;FENBUCONAZOLE;0,35
PD;15;4012;RELDAN 22 x 5 lt;120;;PD;16;FENHEXAMID;112,73
PD;15;4157;IROL PLUS  X 5;55;;PD;16;FENOXAPROP-P-ETHYL;10,23
PD;15;4157;IROL PLUS x 1 lt;23;;PD;16;FENPROPIDIN;180,12
PD;15;4199;PENNCOZEB DG x 20 kg;180;;PD;16;FENPYRAZAMINE;0,5
PD;15;4199;PENNCOZEB DG;100;;PD;16;FERRIC PHOSPHATE (FOSFATO FERRICO);3,24
PD;15;4228;ROGOR L 20 x 1 lt;223;;PD;16;FLAZASULFURON;0,2
PD;15;4292;ZOLVIS 80 MICRO;20;;PD;16;FLONICAMID;6,58
PD;15;4426;DECIS;4;;PD;16;FLORASULAM;2,55
PD;15;4552;DITHANE DG NEOTEC;20;;PD;16;FLUAZIFOP-P-BUTYL;7,37
PD;15;4710;ALIETTE;14,35;;PD;16;FLUAZINAM;26,53
PD;15;4710;ALIETTE X 1;7;;PD;16;FLUDIOXONIL;64,66
PD;15;4896;RIGENAL P;1,9;;PD;16;FLUFENACET;58,15
PD;15;5152;TIOSPOR WG;445;;PD;16;FLUOPICOLIDE;143,14
PD;15;5154;ARPEL TRIPLO BLU;24;;PD;16;FLUOPYRAM;14,91
PD;15;5228;CARAKOL;387;;PD;16;FLUROXYPYR;140,23
PD;15;5299;MIBIOL;602;;PD;16;FLUTRIAFOL;28,95
PD;15;5454;PIRETRIX 10;0,4;;PD;16;FLUVALINATE;7,3
PD;15;5467;METADENE;20;;PD;16;FOLPET;1.664,02
PD;15;5574;LUMAKIDIN 5G;460;;PD;16;FORAMSULFURON;41,12
PD;15;5574;LUMAKIDIN 5G KG 1;104;;PD;16;FOSETYL-ALUMINIUM;3.190,77
PD;15;5574;LUMAKIDIN 5 G;6;;PD;16;GIBBERELLINS (A4+A7);0,6
PD;15;5755;TILT 25 EC x 0,5 lt;6;;PD;16;GLUFOSINATE-AMMONIUM;424,8
PD;15;5755;TILT 25 EC;5;;PD;16;GLYPHOSATE (GLIFOSATE);17.036,95
PD;15;5758;GALBEN R 4-33 BLU;6;;PD;16;GLYPHOSATE ISOPROPYLAMINE (GLIFOSATE SALE ISOPROPILAMINICO);23,14
PD;15;5796;GARLON;10;;PD;16;HEXYTHIAZOX;15,67
PD;15;6162;DE-SPROUT;1.000,00;;PD;16;IMAZAMOX;244,15
PD;15;6321;STIMOL.66 F       CC. 1000;0,2;;PD;16;IMIDACLOPRID;118,71
PD;15;6376;ANTISCHIUMA SHAUMSTOP;4,9;;PD;16;INDOXACARB;54,87
PD;15;6376;Antischiuma Schaumstop x 0,15;2,4;;PD;16;IODOSULFURON METHYL SODIUM;0,2
PD;15;6401;MONDAK 21 S;10;;PD;16;IOXYNIL OCTANOATE;0,57
PD;15;6555;K-OBIOL ULV 6;26.010,00;;PD;16;IPRODIONE;30,71
PD;15;6556;K-OBIOL DP2;1.288,00;;PD;16;IPROVALICARB;245,66
PD;15;6556;K-OBIOL DP2 X 1;79;;PD;16;ISOXABEN;44,82
PD;15;6557;K-OBIOL EC 25;2.202,00;;PD;16;ISOXADIFEN ETHYL;187,18
PD;15;6632;DIPPER;20;;PD;16;ISOXAFLUTOLE;330,68
PD;15;6674;AFALON DS;348;;PD;16;KRESOXIM METHYL;0,64
PD;15;6674;AFALON DS x 1;30;;PD;16;LAMBDA-CYHALOTHRIN;110,07
PD;15;6704;TIOLENE 80 WG;560;;PD;16;LECITHIN (LECITINA);0,5
PD;15;6704;TIOLENE 80 WG KG 10;10;;PD;16;LENACIL;134,1
PD;15;6764;ZOLFO BAGNABILE 80%;50;;PD;16;LINURON;187,25
PD;15;6766;BUTISAN S;19;;PD;16;MANCOZEB;5.582,26
PD;15;6766;BUTISAN S x 1 lt;1;;PD;16;MANDIPROPAMID;30,1
PD;15;6841;ZOLFO VENTILATO SCORREVOLE 50% S;90;;PD;16;MCPA;314,96
PD;15;6945;TOPAS 10 EC x 0,25 lt;21,5;;PD;16;MCPA SODIUM (MCPA SALE SODICO);6,5
PD;15;6945;TOPAS 10 EC;18,25;;PD;16;MECOPROP;67,87
PD;15;6945;TOPAS 10 EC x 1 lt;4;;PD;16;MECOPROP-P;5,18
PD;15;6947;TOPAS COMBY  x 5;45;;PD;16;MEFENPYR DIETHYL;0,77
PD;15;6947;TOPAS COMBY  x 1;15;;PD;16;MEPANIPYRIM;1,5
PD;15;6956;TARGA FLO;829;;PD;16;MEPTYLDINOCAP;52,48
PD;15;6956;TARGA FLO x 1 lt;174;;PD;16;MESOSULFURON METHYL;0,26
PD;15;6978;BETTER 400 x 5 lt;120;;PD;16;MESOTRIONE;292,06
PD;15;6978;BETTER 400;20;;PD;16;METAFLUMIZONE;0,55
PD;15;7020;BAGNANTE CIFO;24;;PD;16;METALAXYL;26,19
